label,x1,y1,height,width,source,file_name,analyzed_labels,taxonomy_label,target
drill,0.0,0.0,307.0,271.0,user,16165_1711567604126_drill.png,['drill'],machines,2
oil drill,0.0,0.0,307.0,271.0,user,16166_1711567604126_oil drill.png,"['oil', 'drill']",materials,4
truck,311.0,70.0,319.0,330.0,user,16167_1711567604126_truck.png,['truck'],maintenance,3
worker,311.0,70.0,319.0,330.0,user,16168_1711567604126_worker.png,['worker'],maintenance,3
worker with truck,311.0,70.0,319.0,330.0,user,16169_1711567604126_worker with truck.png,"['worker', 'with', 'truck']",maintenance,3
oil drilling rig with truck and worker,0.0,0.0,425.0,640.0,user,16170_1711567604126_oil drilling rig with truck and worker.png,"['oil', 'drilling', 'rig', 'with', 'truck', 'and', 'worker']",materials,4
drilling,0.0,0.0,425.0,640.0,wikimedia,16171_1711567604126_drilling.png,['drilling'],processes,6
step ladder,661.0,641.0,103.0,69.0,user,16172_1711585329693_step ladder.png,"['step', 'ladder']",quality,7
plasma drilling,0.0,0.0,3048.0,3028.0,wikimedia,16173_1711585329693_plasma drilling.png,"['plasma', 'drilling']",electrical,0
black smith shop,0.0,0.0,480.0,640.0,user,16174_1711578512539_black smith shop.png,"['black', 'smith', 'shop']",quality,7
blacksmith shop,0.0,0.0,480.0,640.0,wikimedia,16175_1711578512539_blacksmith shop.png,"['blacksmith', 'shop']",machines,2
t ruler,269.0,77.0,328.0,634.0,user,16176_1711610010648_t ruler.png,"['t', 'ruler']",machines,2
square,0.0,0.0,2048.0,3072.0,wikimedia,16177_1711610010648_square.png,['square'],quality,7
jigsaw,0.0,0.0,703.0,907.0,user,16178_1711609802950_jigsaw.png,['jigsaw'],tools,10
rob prostrate jigsaw,0.0,0.0,703.0,907.0,user,16179_1711609802950_rob prostrate jigsaw.png,"['rob', 'prostrate', 'jigsaw']",maintenance,3
rob prostrate,0.0,0.0,703.0,907.0,user,16180_1711609802950_rob prostrate.png,"['rob', 'prostrate']",maintenance,3
rob w v corded jigsaw rest,0.0,0.0,703.0,907.0,user,16181_1711609802950_rob w v corded jigsaw rest.png,"['rob', 'w', 'v', 'corded', 'jigsaw', 'rest']",maintenance,3
rob jigsaw,0.0,0.0,3485.0,4500.0,wikimedia,16182_1711609802950_rob jigsaw.png,"['rob', 'jigsaw']",maintenance,3
chainsaw,82.0,774.0,333.0,677.0,user,16183_1711609650988_chainsaw.png,['chainsaw'],machines,2
echo chainsaw,82.0,774.0,333.0,677.0,user,16184_1711609650988_echo chainsaw.png,"['echo', 'chainsaw']",machines,2
chainsaw,221.0,572.0,283.0,609.0,user,16185_1711609650988_chainsaw.png,['chainsaw'],machines,2
still chainsaw,221.0,572.0,283.0,609.0,user,16186_1711609650988_still chainsaw.png,"['still', 'chainsaw']",quality,7
chainsaw,147.0,356.0,279.0,241.0,user,16187_1711609650988_chainsaw.png,['chainsaw'],machines,2
still chainsaw,0.0,0.0,4032.0,3024.0,wikimedia,16188_1711609650988_still chainsaw.png,"['still', 'chainsaw']",quality,7
bell,63.0,407.0,718.0,633.0,user,16189_1711592419314_bell.png,['bell'],machines,2
bell by bochumer vermin,0.0,0.0,2474.0,1832.0,wikimedia,16190_1711592419314_bell by bochumer vermin.png,"['bell', 'by', 'bochumer', 'vermin']",machines,2
pliers,195.0,295.0,149.0,388.0,user,16191_1711600901224_pliers.png,['pliers'],tools,10
cutting pliers,195.0,295.0,149.0,388.0,user,16192_1711600901224_cutting pliers.png,"['cutting', 'pliers']",processes,6
pliers cover,194.0,76.0,177.0,424.0,user,16193_1711600901224_pliers cover.png,"['pliers', 'cover']",tools,10
diagonal cutter,0.0,0.0,1840.0,3264.0,wikimedia,16194_1711600901224_diagonal cutter.png,"['diagonal', 'cutter']",tools,10
table saw,0.0,0.0,804.0,907.0,user,16195_1711588301370_table saw.png,"['table', 'saw']",quality,7
table saw,0.0,0.0,2976.0,3356.0,wikimedia,16196_1711588301370_table saw.png,"['table', 'saw']",quality,7
garlic pres,0.0,0.0,668.0,891.0,user,16197_1711601706259_garlic pres.png,"['garlic', 'pres']",machines,2
run li a potraviny czech republic,0.0,0.0,2448.0,3264.0,wikimedia,16198_1711601706259_run li a potraviny czech republic.png,"['run', 'li', 'a', 'potraviny', 'czech', 'republic']",safety,8
screw pump,0.0,0.0,1315.0,891.0,user,16199_1711624156574_screw pump.png,"['screw', 'pump']",fasteners,1
archimede screw power plant in germany,0.0,0.0,4720.0,3200.0,wikimedia,16200_1711624156574_archimede screw power plant in germany.png,"['archimede', 'screw', 'power', 'plant', 'in', 'germany']",fasteners,1
chainsaw,258.0,71.0,470.0,328.0,user,16201_1711598952908_chainsaw.png,['chainsaw'],machines,2
worker with chainsaw,258.0,71.0,470.0,328.0,user,16202_1711598952908_worker with chainsaw.png,"['worker', 'with', 'chainsaw']",maintenance,3
lumber,258.0,71.0,470.0,328.0,user,16203_1711598952908_lumber.png,['lumber'],materials,4
chainsaw with lumber,258.0,71.0,470.0,328.0,user,16204_1711598952908_chainsaw with lumber.png,"['chainsaw', 'with', 'lumber']",machines,2
person using chainsaw,0.0,0.0,567.0,800.0,wikimedia,16205_1711598952908_person using chainsaw.png,"['person', 'using', 'chainsaw']",quality,7
welding torch,312.0,197.0,261.0,214.0,user,16206_1711576960391_welding torch.png,"['welding', 'torch']",processes,6
torch,312.0,197.0,261.0,214.0,user,16207_1711576960391_torch.png,['torch'],electrical,0
welding mask,402.0,0.0,287.0,376.0,user,16208_1711576960391_welding mask.png,"['welding', 'mask']",processes,6
ga metal arc welding,0.0,0.0,3000.0,4000.0,wikimedia,16209_1711576960391_ga metal arc welding.png,"['ga', 'metal', 'arc', 'welding']",quality,7
personal protective equipment,511.0,33.0,58.0,87.0,user,16210_1711598949081_personal protective equipment.png,"['personal', 'protective', 'equipment']",quality,7
glass,511.0,33.0,58.0,87.0,user,16211_1711598949081_glass.png,['glass'],materials,4
safety glass,511.0,33.0,58.0,87.0,user,16212_1711598949081_safety glass.png,"['safety', 'glass']",safety,8
personal protective equipment,489.0,0.0,56.0,133.0,user,16213_1711598949081_personal protective equipment.png,"['personal', 'protective', 'equipment']",quality,7
helmet,489.0,0.0,56.0,133.0,user,16214_1711598949081_helmet.png,['helmet'],safety,8
hard hat,489.0,0.0,56.0,133.0,user,16215_1711598949081_hard hat.png,"['hard', 'hat']",quality,7
person using chainsaw,0.0,0.0,3840.0,5760.0,wikimedia,16216_1711598949081_person using chainsaw.png,"['person', 'using', 'chainsaw']",quality,7
square,0.0,0.0,594.0,891.0,user,16217_1711599785766_square.png,['square'],quality,7
square tool,0.0,0.0,4000.0,6000.0,wikimedia,16218_1711599785766_square tool.png,"['square', 'tool']",quality,7
tape dispenser,0.0,0.0,544.0,907.0,user,16219_1711593667809_tape dispenser.png,"['tape', 'dispenser']",materials,4
box tape dispenser,0.0,0.0,544.0,907.0,user,16220_1711593667809_box tape dispenser.png,"['box', 'tape', 'dispenser']",quality,7
packing tape,0.0,0.0,1183.0,1972.0,wikimedia,16221_1711593667809_packing tape.png,"['packing', 'tape']",machines,2
wooden piece,0.0,0.0,669.0,891.0,user,16222_1711566508176_wooden piece.png,"['wooden', 'piece']",materials,4
casting mound,0.0,0.0,1800.0,2399.0,wikimedia,16223_1711566508176_casting mound.png,"['casting', 'mound']",processes,6
vertical milling machine,0.0,0.0,680.0,907.0,user,16224_1711566726006_vertical milling machine.png,"['vertical', 'milling', 'machine']",electrical,0
gear shaping,0.0,0.0,2304.0,3072.0,wikimedia,16225_1711566726006_gear shaping.png,"['gear', 'shaping']",tools,10
tool cabinet,606.0,239.0,260.0,207.0,user,16226_1711575598917_tool cabinet.png,"['tool', 'cabinet']",tools,10
work table,198.0,243.0,257.0,428.0,user,16227_1711575598917_work table.png,"['work', 'table']",maintenance,3
human machine interface,459.0,100.0,91.0,145.0,user,16228_1711575598917_human machine interface.png,"['human', 'machine', 'interface']",quality,7
shaper woodworking,0.0,0.0,2576.0,4592.0,wikimedia,16229_1711575598917_shaper woodworking.png,"['shaper', 'woodworking']",materials,4
lathe,108.0,18.0,688.0,691.0,user,16230_1711575345029_lathe.png,['lathe'],machines,2
lathe,0.0,0.0,1474.0,1758.0,wikimedia,16231_1711575345029_lathe.png,['lathe'],machines,2
big welder,0.0,0.0,603.0,907.0,user,16232_1711576998997_big welder.png,"['big', 'welder']",quality,7
ga tungsten arc welding,0.0,0.0,1794.0,2700.0,wikimedia,16233_1711576998997_ga tungsten arc welding.png,"['ga', 'tungsten', 'arc', 'welding']",quality,7
light bulb,0.0,0.0,1136.0,907.0,user,16234_1711603955986_light bulb.png,"['light', 'bulb']",quality,7
incandescent light bulb with prison screw,0.0,0.0,3500.0,2796.0,wikimedia,16235_1711603955986_incandescent light bulb with prison screw.png,"['incandescent', 'light', 'bulb', 'with', 'prison', 'screw']",electrical,0
key,526.0,40.0,191.0,359.0,user,16236_1711595149679_key.png,['key'],quality,7
lock,30.0,60.0,208.0,405.0,user,16237_1711595149679_lock.png,['lock'],safety,8
euro cylinder lock,0.0,0.0,1152.0,3208.0,wikimedia,16238_1711595149679_euro cylinder lock.png,"['euro', 'cylinder', 'lock']",electrical,0
carabiner,0.0,0.0,1020.0,655.0,user,16239_1711581574061_carabiner.png,['carabiner'],tools,10
locking carabiner,0.0,0.0,1020.0,655.0,user,16240_1711581574061_locking carabiner.png,"['locking', 'carabiner']",tools,10
crewmate carabiner,0.0,0.0,2017.0,1296.0,wikimedia,16241_1711581574061_crewmate carabiner.png,"['crewmate', 'carabiner']",maintenance,3
angle grinder,0.0,0.0,685.0,907.0,user,16242_1711585922943_angle grinder.png,"['angle', 'grinder']",tools,10
grinder,0.0,0.0,685.0,907.0,user,16243_1711585922943_grinder.png,['grinder'],tools,10
porter cable angle grinder,0.0,0.0,685.0,907.0,user,16244_1711585922943_porter cable angle grinder.png,"['porter', 'cable', 'angle', 'grinder']",electrical,0
angle grinder,0.0,0.0,1232.0,1632.0,wikimedia,16245_1711585922943_angle grinder.png,"['angle', 'grinder']",tools,10
light bulb,0.0,0.0,501.0,891.0,user,16246_1711603955193_light bulb.png,"['light', 'bulb']",quality,7
incandescent light bulb with prison screw,0.0,0.0,960.0,1708.0,wikimedia,16247_1711603955193_incandescent light bulb with prison screw.png,"['incandescent', 'light', 'bulb', 'with', 'prison', 'screw']",electrical,0
scissors,0.0,0.0,465.0,700.0,user,16248_1711589162779_scissors.png,['scissors'],tools,10
scissors,0.0,0.0,465.0,700.0,wikimedia,16249_1711589162779_scissors.png,['scissors'],tools,10
robot arm,76.0,218.0,492.0,503.0,user,16250_1711577297411_robot arm.png,"['robot', 'arm']",maintenance,3
workpiece,448.0,4.0,603.0,459.0,user,16251_1711577297411_workpiece.png,['workpiece'],processes,6
welding robot,0.0,0.0,3712.0,4488.0,wikimedia,16252_1711577297411_welding robot.png,"['welding', 'robot']",processes,6
printing pres,67.0,260.0,846.0,650.0,user,16253_1711601623209_printing pres.png,"['printing', 'pres']",processes,6
printer,67.0,260.0,846.0,650.0,user,16254_1711601623209_printer.png,['printer'],machines,2
outlet,512.0,245.0,50.0,50.0,user,16255_1711601623209_outlet.png,['outlet'],electrical,0
electrical outlet,512.0,245.0,50.0,50.0,user,16256_1711601623209_electrical outlet.png,"['electrical', 'outlet']",electrical,0
power outlet,512.0,245.0,50.0,50.0,user,16257_1711601623209_power outlet.png,"['power', 'outlet']",electrical,0
printing press,0.0,0.0,4032.0,3024.0,wikimedia,16258_1711601623209_printing press.png,"['printing', 'press']",processes,6
metal lathe,0.0,0.0,656.0,891.0,user,16259_1711575411757_metal lathe.png,"['metal', 'lathe']",materials,4
lathe,0.0,0.0,4734.0,6434.0,wikimedia,16260_1711575411757_lathe.png,['lathe'],machines,2
well drill bit,0.0,0.0,675.0,845.0,user,16261_1711585658503_well drill bit.png,"['well', 'drill', 'bit']",maintenance,3
well drill head,0.0,0.0,675.0,845.0,user,16262_1711585658503_well drill head.png,"['well', 'drill', 'head']",maintenance,3
drill bit well,0.0,0.0,675.0,845.0,wikimedia,16263_1711585658503_drill bit well.png,"['drill', 'bit', 'well']",machines,2
tricorne drill,68.0,51.0,393.0,406.0,user,16264_1711597661688_tricorne drill.png,"['tricorne', 'drill']",machines,2
drill,68.0,51.0,393.0,406.0,user,16265_1711597661688_drill.png,['drill'],machines,2
roller cone drill bit,0.0,0.0,1712.0,2288.0,wikimedia,16266_1711597661688_roller cone drill bit.png,"['roller', 'cone', 'drill', 'bit']",machines,2
crane,0.0,0.0,426.0,639.0,user,16267_1711576364088_crane.png,['crane'],tools,10
steel coil,0.0,0.0,3456.0,5184.0,wikimedia,16268_1711576364088_steel coil.png,"['steel', 'coil']",materials,4
welding visor,233.0,176.0,397.0,409.0,user,16269_1711569021692_welding visor.png,"['welding', 'visor']",processes,6
welding torch,103.0,419.0,208.0,196.0,user,16270_1711569021692_welding torch.png,"['welding', 'torch']",processes,6
welder,0.0,0.0,3072.0,4176.0,wikimedia,16271_1711569021692_welder.png,['welder'],maintenance,3
machine shop,0.0,0.0,680.0,907.0,user,16272_1711575432703_machine shop.png,"['machine', 'shop']",machines,2
lathe,0.0,0.0,3096.0,4128.0,wikimedia,16273_1711575432703_lathe.png,['lathe'],machines,2
carabiner,0.0,0.0,1463.0,891.0,user,16274_1711581552160_carabiner.png,['carabiner'],tools,10
crewmate carabiner,0.0,0.0,1500.0,914.0,wikimedia,16275_1711581552160_crewmate carabiner.png,"['crewmate', 'carabiner']",maintenance,3
hydraulic cutter,0.0,0.0,1361.0,907.0,user,16276_1711600203351_hydraulic cutter.png,"['hydraulic', 'cutter']",electrical,0
jaw of life,0.0,0.0,1361.0,907.0,user,16277_1711600203351_jaw of life.png,"['jaw', 'of', 'life']",quality,7
hydraulic shears,0.0,0.0,1361.0,907.0,user,16278_1711600203351_hydraulic shears.png,"['hydraulic', 'shears']",electrical,0
hydraulic extrication cutter,0.0,0.0,5184.0,3456.0,wikimedia,16279_1711600203351_hydraulic extrication cutter.png,"['hydraulic', 'extrication', 'cutter']",electrical,0
power drill,0.0,0.0,1210.0,907.0,user,16280_1711586196093_power drill.png,"['power', 'drill']",electrical,0
cordles drill,0.0,0.0,3264.0,2448.0,wikimedia,16281_1711586196093_cordles drill.png,"['cordles', 'drill']",machines,2
chisel,0.0,0.0,1870.0,517.0,user,16282_1711554662979_chisel.png,['chisel'],tools,10
punch tool,0.0,0.0,1870.0,517.0,wikimedia,16283_1711554662979_punch tool.png,"['punch', 'tool']",machines,2
flat head screwdriver,226.0,264.0,79.0,247.0,user,16284_1711593305898_flat head screwdriver.png,"['flat', 'head', 'screwdriver']",quality,7
screwdriver,0.0,0.0,3049.0,4977.0,wikimedia,16285_1711593305898_screwdriver.png,['screwdriver'],fasteners,1
staple,79.0,57.0,297.0,626.0,user,16286_1711580980267_staple.png,['staple'],quality,7
package of staple,79.0,57.0,297.0,626.0,user,16287_1711580980267_package of staple.png,"['package', 'of', 'staple']",quality,7
paper staple,0.0,0.0,400.0,792.0,wikimedia,16288_1711580980267_paper staple.png,"['paper', 'staple']",materials,4
pick,0.0,0.0,668.0,891.0,user,16289_1711582959756_pick.png,['pick'],safety,8
cant hook,0.0,0.0,3000.0,4000.0,wikimedia,16290_1711582959756_cant hook.png,"['cant', 'hook']",fasteners,1
welding helmet,320.0,53.0,190.0,176.0,user,16291_1711577268471_welding helmet.png,"['welding', 'helmet']",processes,6
hoist,621.0,138.0,114.0,68.0,user,16292_1711577268471_hoist.png,['hoist'],fasteners,1
ga cylinder,46.0,29.0,447.0,91.0,user,16293_1711577268471_ga cylinder.png,"['ga', 'cylinder']",quality,7
welding generator,71.0,103.0,434.0,263.0,user,16294_1711577268471_welding generator.png,"['welding', 'generator']",processes,6
welding power supply,0.0,0.0,1859.0,2382.0,wikimedia,16295_1711577268471_welding power supply.png,"['welding', 'power', 'supply']",processes,6
bench vise,0.0,0.0,680.0,907.0,user,16296_1711579694840_bench vise.png,"['bench', 'vise']",maintenance,3
wood vise,0.0,0.0,680.0,907.0,user,16297_1711579694840_wood vise.png,"['wood', 'vise']",materials,4
workbench woodworking,0.0,0.0,960.0,1280.0,wikimedia,16298_1711579694840_workbench woodworking.png,"['workbench', 'woodworking']",maintenance,3
cros peen hammer,474.0,134.0,232.0,280.0,user,16299_1711570922228_cros peen hammer.png,"['cros', 'peen', 'hammer']",tools,10
hammer,474.0,134.0,232.0,280.0,user,16300_1711570922228_hammer.png,['hammer'],tools,10
peeing tool,0.0,0.0,2268.0,4032.0,wikimedia,16301_1711570922228_peeing tool.png,"['peeing', 'tool']",tools,10
drill bit,0.0,70.0,534.0,894.0,user,16302_1711585411084_drill bit.png,"['drill', 'bit']",machines,2
milling bit,0.0,70.0,534.0,894.0,user,16303_1711585411084_milling bit.png,"['milling', 'bit']",processes,6
drill bit,0.0,0.0,945.0,1280.0,wikimedia,16304_1711585411084_drill bit.png,"['drill', 'bit']",machines,2
light bulb,0.0,0.0,680.0,907.0,user,16305_1711614466967_light bulb.png,"['light', 'bulb']",quality,7
led light bulb with e prison screw,0.0,0.0,2736.0,3648.0,wikimedia,16306_1711614466967_led light bulb with e prison screw.png,"['led', 'light', 'bulb', 'with', 'e', 'prison', 'screw']",safety,8
personal protective equipment,0.0,0.0,668.0,891.0,user,16307_1711567272527_personal protective equipment.png,"['personal', 'protective', 'equipment']",quality,7
personal protective equipment,26.0,13.0,448.0,463.0,user,16308_1711567272527_personal protective equipment.png,"['personal', 'protective', 'equipment']",quality,7
safety glass,26.0,13.0,448.0,463.0,user,16309_1711567272527_safety glass.png,"['safety', 'glass']",safety,8
personal protective equipment,369.0,246.0,396.0,496.0,user,16310_1711567272527_personal protective equipment.png,"['personal', 'protective', 'equipment']",quality,7
respirator,369.0,246.0,396.0,496.0,user,16311_1711567272527_respirator.png,['respirator'],electrical,0
jeweller tool,0.0,0.0,3240.0,4320.0,wikimedia,16312_1711567272527_jeweller tool.png,"['jeweller', 'tool']",maintenance,3
yaskawa robot arm,333.0,145.0,484.0,435.0,user,16313_1711577306961_yaskawa robot arm.png,"['yaskawa', 'robot', 'arm']",maintenance,3
robot arm,333.0,145.0,484.0,435.0,user,16314_1711577306961_robot arm.png,"['robot', 'arm']",maintenance,3
industrial robot arm,333.0,145.0,484.0,435.0,user,16315_1711577306961_industrial robot arm.png,"['industrial', 'robot', 'arm']",materials,4
welding robot,0.0,0.0,3000.0,4000.0,wikimedia,16316_1711577306961_welding robot.png,"['welding', 'robot']",processes,6
filter,284.0,289.0,190.0,142.0,user,16317_1711601141019_filter.png,['filter'],processes,6
mill,709.0,208.0,288.0,142.0,user,16318_1711601141019_mill.png,['mill'],machines,2
fruit press,0.0,0.0,680.0,1082.0,wikimedia,16319_1711601141019_fruit press.png,"['fruit', 'press']",quality,7
flame,368.0,158.0,254.0,272.0,user,16320_1711569314843_flame.png,['flame'],electrical,0
forge,0.0,0.0,2448.0,3264.0,wikimedia,16321_1711569314843_forge.png,['forge'],tools,10
chainsaw,380.0,328.0,145.0,404.0,user,16322_1711598976532_chainsaw.png,['chainsaw'],machines,2
chain saw,380.0,328.0,145.0,404.0,user,16323_1711598976532_chain saw.png,"['chain', 'saw']",machines,2
person using chainsaw,0.0,0.0,2592.0,3888.0,wikimedia,16324_1711598976532_person using chainsaw.png,"['person', 'using', 'chainsaw']",quality,7
tractor,302.0,211.0,419.0,570.0,user,16325_1711600700107_tractor.png,['tractor'],electrical,0
shredder horticulture,0.0,0.0,3456.0,4608.0,wikimedia,16326_1711600700107_shredder horticulture.png,"['shredder', 'horticulture']",specialized,9
handbook,0.0,0.0,511.0,781.0,user,16327_1711593318372_handbook.png,['handbook'],miscellaneous,5
drill,0.0,0.0,511.0,781.0,user,16328_1711593318372_drill.png,['drill'],machines,2
drill bit,526.0,310.0,176.0,171.0,user,16329_1711593318372_drill bit.png,"['drill', 'bit']",machines,2
screwdriver,0.0,0.0,2289.0,3497.0,wikimedia,16330_1711593318372_screwdriver.png,['screwdriver'],fasteners,1
lightbulb,143.0,176.0,404.0,531.0,user,16331_1711614452416_lightbulb.png,['lightbulb'],electrical,0
led light bulb with e prison screw,0.0,0.0,2736.0,3648.0,wikimedia,16332_1711614452416_led light bulb with e prison screw.png,"['led', 'light', 'bulb', 'with', 'e', 'prison', 'screw']",safety,8
label printer,0.0,0.0,604.0,907.0,user,16333_1711601792966_label printer.png,"['label', 'printer']",quality,7
stamp cancelling machine,0.0,0.0,2588.0,3888.0,wikimedia,16334_1711601792966_stamp cancelling machine.png,"['stamp', 'cancelling', 'machine']",processes,6
welding tool,363.0,280.0,85.0,173.0,user,16335_1711571599701_welding tool.png,"['welding', 'tool']",processes,6
person,343.0,91.0,341.0,290.0,user,16336_1711571599701_person.png,['person'],quality,7
oxyfuel cutting,0.0,0.0,2592.0,3888.0,wikimedia,16337_1711571599701_oxyfuel cutting.png,"['oxyfuel', 'cutting']",processes,6
angle grinder,198.0,0.0,360.0,658.0,user,16338_1711567756680_angle grinder.png,"['angle', 'grinder']",tools,10
machine tool,0.0,0.0,3456.0,5184.0,wikimedia,16339_1711567756680_machine tool.png,"['machine', 'tool']",machines,2
drill bit,0.0,0.0,298.0,123.0,user,16340_1711585366146_drill bit.png,"['drill', 'bit']",machines,2
drill bit,0.0,0.0,298.0,123.0,wikimedia,16341_1711585366146_drill bit.png,"['drill', 'bit']",machines,2
shears,0.0,0.0,680.0,907.0,user,16342_1711600492353_shears.png,['shears'],fasteners,1
wool shears,0.0,0.0,2448.0,3264.0,wikimedia,16343_1711600492353_wool shears.png,"['wool', 'shears']",materials,4
chain saw,195.0,431.0,170.0,348.0,user,16344_1711609659499_chain saw.png,"['chain', 'saw']",machines,2
chainsaw,195.0,431.0,170.0,348.0,user,16345_1711609659499_chainsaw.png,['chainsaw'],machines,2
chain saw,641.0,357.0,107.0,251.0,user,16346_1711609659499_chain saw.png,"['chain', 'saw']",machines,2
chainsaw,641.0,357.0,107.0,251.0,user,16347_1711609659499_chainsaw.png,['chainsaw'],machines,2
hard hat,171.0,123.0,82.0,135.0,user,16348_1711609659499_hard hat.png,"['hard', 'hat']",quality,7
hard hat,613.0,90.0,50.0,95.0,user,16349_1711609659499_hard hat.png,"['hard', 'hat']",quality,7
still chainsaw,0.0,0.0,3533.0,4683.0,wikimedia,16350_1711609659499_still chainsaw.png,"['still', 'chainsaw']",quality,7
double horn anvil,0.0,0.0,668.0,891.0,user,16351_1711569205724_double horn anvil.png,"['double', 'horn', 'anvil']",safety,8
anvil,0.0,0.0,668.0,891.0,user,16352_1711569205724_anvil.png,['anvil'],specialized,9
anvil,0.0,0.0,1536.0,2048.0,wikimedia,16353_1711569205724_anvil.png,['anvil'],specialized,9
metal lathe,0.0,0.0,668.0,891.0,user,16354_1711552963876_metal lathe.png,"['metal', 'lathe']",materials,4
metalworking,0.0,0.0,3120.0,4160.0,wikimedia,16355_1711552963876_metalworking.png,['metalworking'],materials,4
jar of liquid,171.0,88.0,453.0,160.0,user,16356_1711585821830_jar of liquid.png,"['jar', 'of', 'liquid']",quality,7
jar of liquid,388.0,107.0,417.0,147.0,user,16357_1711585821830_jar of liquid.png,"['jar', 'of', 'liquid']",quality,7
jar of liquid,555.0,109.0,411.0,167.0,user,16358_1711585821830_jar of liquid.png,"['jar', 'of', 'liquid']",quality,7
crane hook,188.0,0.0,803.0,720.0,user,16359_1711594747132_crane hook.png,"['crane', 'hook']",tools,10
crane hook,0.0,0.0,5410.0,3607.0,wikimedia,16360_1711594747132_crane hook.png,"['crane', 'hook']",tools,10
lathe,0.0,0.0,680.0,907.0,user,16361_1711598407073_lathe.png,['lathe'],machines,2
treadle lathe,0.0,0.0,768.0,1024.0,wikimedia,16362_1711598407073_treadle lathe.png,"['treadle', 'lathe']",machines,2
metal lather,0.0,0.0,603.0,907.0,user,16363_1711575394377_metal lather.png,"['metal', 'lather']",materials,4
lathe,0.0,0.0,2000.0,3008.0,wikimedia,16364_1711575394377_lathe.png,['lathe'],machines,2
clipboard,0.0,0.0,510.0,907.0,user,16365_1711580922757_clipboard.png,['clipboard'],tools,10
binder clip,0.0,0.0,1872.0,3328.0,wikimedia,16366_1711580922757_binder clip.png,"['binder', 'clip']",tools,10
tape,0.0,0.0,703.0,907.0,user,16367_1711593660803_tape.png,['tape'],materials,4
storage and sealing tape,0.0,0.0,703.0,907.0,user,16368_1711593660803_storage and sealing tape.png,"['storage', 'and', 'sealing', 'tape']",materials,4
packing tape,0.0,0.0,841.0,1085.0,wikimedia,16369_1711593660803_packing tape.png,"['packing', 'tape']",machines,2
micrometer,0.0,0.0,510.0,907.0,user,16370_1711586730582_micrometer.png,['micrometer'],electrical,0
south bend lathe,0.0,0.0,2340.0,4160.0,wikimedia,16371_1711586730582_south bend lathe.png,"['south', 'bend', 'lathe']",safety,8
welding torch,414.0,382.0,61.0,89.0,user,16372_1711577115302_welding torch.png,"['welding', 'torch']",processes,6
hive vest,425.0,198.0,187.0,191.0,user,16373_1711577115302_hive vest.png,"['hive', 'vest']",safety,8
cone,643.0,368.0,274.0,118.0,user,16374_1711577115302_cone.png,['cone'],safety,8
cone,331.0,139.0,74.0,70.0,user,16375_1711577115302_cone.png,['cone'],safety,8
cone,170.0,133.0,64.0,50.0,user,16376_1711577115302_cone.png,['cone'],safety,8
rail track welding,0.0,0.0,1224.0,1632.0,wikimedia,16377_1711577115302_rail track welding.png,"['rail', 'track', 'welding']",materials,4
printing pres,0.0,0.0,721.0,500.0,user,16378_1711601008014_printing pres.png,"['printing', 'pres']",processes,6
lever press,0.0,0.0,721.0,500.0,wikimedia,16379_1711601008014_lever press.png,"['lever', 'press']",tools,10
voltage tester,206.0,244.0,254.0,401.0,user,16380_1711604349895_voltage tester.png,"['voltage', 'tester']",electrical,0
screwdriver,206.0,244.0,254.0,401.0,user,16381_1711604349895_screwdriver.png,['screwdriver'],fasteners,1
hand,432.0,139.0,381.0,344.0,user,16382_1711604349895_hand.png,['hand'],machines,2
switch,34.0,52.0,416.0,324.0,user,16383_1711604349895_switch.png,['switch'],machines,2
screwdriver test light,0.0,0.0,4000.0,6000.0,wikimedia,16384_1711604349895_screwdriver test light.png,"['screwdriver', 'test', 'light']",fasteners,1
lathe,0.0,0.0,461.0,614.0,user,16385_1711575705518_lathe.png,['lathe'],machines,2
indexing head,0.0,0.0,461.0,614.0,wikimedia,16386_1711575705518_indexing head.png,"['indexing', 'head']",tools,10
circular table saw,285.0,274.0,316.0,390.0,user,16387_1711587599079_circular table saw.png,"['circular', 'table', 'saw']",quality,7
saw,285.0,274.0,316.0,390.0,user,16388_1711587599079_saw.png,['saw'],tools,10
circular saw,0.0,0.0,637.0,800.0,wikimedia,16389_1711587599079_circular saw.png,"['circular', 'saw']",tools,10
circuit,11.0,16.0,564.0,880.0,user,16390_1711584818223_circuit.png,['circuit'],electrical,0
electrical circuit,11.0,16.0,564.0,880.0,user,16391_1711584818223_electrical circuit.png,"['electrical', 'circuit']",electrical,0
electrical component,96.0,73.0,95.0,141.0,user,16392_1711584818223_electrical component.png,"['electrical', 'component']",electrical,0
resistor,96.0,73.0,95.0,141.0,user,16393_1711584818223_resistor.png,['resistor'],electrical,0
electrical component,653.0,441.0,140.0,83.0,user,16394_1711584818223_electrical component.png,"['electrical', 'component']",electrical,0
resistor,653.0,441.0,140.0,83.0,user,16395_1711584818223_resistor.png,['resistor'],electrical,0
electrical component,312.0,399.0,115.0,131.0,user,16396_1711584818223_electrical component.png,"['electrical', 'component']",electrical,0
capacitor,312.0,399.0,115.0,131.0,user,16397_1711584818223_capacitor.png,['capacitor'],electrical,0
electrical component,0.0,61.0,160.0,104.0,user,16398_1711584818223_electrical component.png,"['electrical', 'component']",electrical,0
